ticker,mktshare,ipo_date
002077.SZ,"41,00,00,000.00",11/16/2006
002078.SZ,"2,53,66,35,238.00",11/16/2006
002079.SZ,"72,79,71,487.00",11/16/2006
002080.SZ,"40,00,00,000.00",11/20/2006
002081.SZ,"1,76,22,05,793.00",11/20/2006
002082.SZ,"23,80,00,000.00",11/20/2006
002083.SZ,"90,80,00,005.00",11/24/2006
002084.SZ,"40,60,55,813.00",11/24/2006
002085.SZ,"85,82,17,729.00",11/28/2006
002086.SZ,"24,38,50,000.00",11/28/2006
002087.SZ,"51,97,58,400.00",11/30/2006
002088.SZ,"23,39,78,689.00",11/30/2006
002089.SZ,"68,73,34,808.00",11/30/2006
002090.SZ,"22,63,18,404.00",12-08-2006
002091.SZ,"36,00,00,000.00",12-08-2006
002092.SZ,"1,39,02,39,078.00",12-08-2006
002093.SZ,"86,50,00,000.00",12/15/2006
002094.SZ,"32,19,16,620.00",12/15/2006
002095.SZ,"25,27,20,000.00",12/15/2006
002096.SZ,"37,12,87,000.00",12/22/2006
002097.SZ,"75,53,25,000.00",12/22/2006
002098.SZ,"31,00,00,000.00",12/22/2006
002099.SZ,"75,77,58,615.00",12/26/2006
002100.SZ,"96,33,84,608.00",12/26/2006
002101.SZ,"19,17,00,000.00",12/29/2006
002102.SZ,"72,87,27,553.00",12/29/2006
002103.SZ,"30,51,18,303.00",01-10-2007
002104.SZ,"71,32,00,000.00",01-10-2007
002105.SZ,"36,85,00,000.00",01-12-2007
002106.SZ,"70,58,16,160.00",01-12-2007
002107.SZ,"36,07,56,000.00",1/24/2007
002108.SZ,"61,84,58,068.00",1/24/2007
002109.SZ,"35,84,00,000.00",1/26/2007
002110.SZ,"53,47,00,000.00",1/26/2007
002111.SZ,"36,10,90,177.00",1/26/2007
002112.SZ,"20,16,00,000.00",02-08-2007
002113.SZ,"11,84,00,000.00",02-08-2007
002114.SZ,"27,18,40,827.00",2/15/2007
002115.SZ,"41,06,88,000.00",2/15/2007
002116.SZ,"40,37,22,307.00",2/15/2007
002117.SZ,"36,38,06,414.00",03-02-2007
002118.SZ,"51,29,91,382.00",03-02-2007
002119.SZ,"20,62,00,000.00",03-02-2007
002120.SZ,"15,02,80,000.00",03-06-2007
002121.SZ,"47,60,93,000.00",03-06-2007
002122.SZ,"1,18,80,00,000.00",3/28/2007
002123.SZ,"86,15,95,025.00",3/28/2007
002124.SZ,"20,86,10,000.00",04-03-2007
002125.SZ,"16,18,43,991.00",04-03-2007
002126.SZ,"36,05,40,000.00",4/18/2007
002127.SZ,"44,64,58,902.00",4/18/2007
002128.SZ,"1,63,43,78,473.00",4/18/2007
002129.SZ,"2,29,62,60,159.00",4/20/2007
002130.SZ,"56,93,87,998.00",4/20/2007
002131.SZ,"1,17,42,73,350.00",4/27/2007
002132.SZ,"70,63,62,832.00",4/27/2007
002133.SZ,"77,41,44,175.00",4/27/2007
002134.SZ,"24,58,49,768.00",5/16/2007
002135.SZ,"74,86,00,000.00",5/30/2007
002136.SZ,"21,50,20,000.00",5/30/2007
002137.SZ,"46,12,70,000.00",6/13/2007
002138.SZ,"74,09,38,814.00",6/13/2007
002139.SZ,"24,42,62,068.00",6/29/2007
002140.SZ,"44,60,34,534.00",07-12-2007
002141.SZ,"18,18,88,000.00",7/20/2007
002142.SZ,"3,89,97,94,081.00",7/19/2007
002143.SZ,"1,10,61,46,365.00",7/20/2007
002144.SZ,"17,67,62,528.00",08-03-2007
002145.SZ,"53,56,45,192.00",08-03-2007
002146.SZ,"3,82,40,84,686.00",08-08-2007
002147.SZ,"25,85,21,810.00",08-08-2007
002148.SZ,"25,58,52,876.00",08-10-2007
002149.SZ,"17,46,30,000.00",08-10-2007
002150.SZ,"25,02,00,000.00",08-10-2007
002151.SZ,"29,37,09,494.00",8/13/2007
002152.SZ,"89,66,84,767.00",8/13/2007
002153.SZ,"30,91,20,000.00",8/13/2007
002154.SZ,"1,17,20,18,740.00",8/16/2007
002155.SZ,"1,13,18,64,036.00",8/16/2007
002156.SZ,"74,81,77,011.00",8/16/2007
002157.SZ,"60,49,56,568.00",8/17/2007
002158.SZ,"29,46,56,179.00",8/17/2007
002159.SZ,"13,86,66,666.00",8/17/2007
002160.SZ,"63,62,45,527.00",8/21/2007
002161.SZ,"73,97,57,400.00",8/21/2007
002162.SZ,"65,55,00,000.00",8/23/2007
002163.SZ,"80,35,50,000.00",8/23/2007
002164.SZ,"44,56,25,000.00",8/23/2007
002165.SZ,"53,92,74,768.00",9/13/2007
002166.SZ,"14,57,60,454.00",9/13/2007
002167.SZ,"62,09,46,000.00",9/13/2007
002168.SZ,"75,71,04,768.00",9/19/2007
002169.SZ,"26,64,72,375.00",9/19/2007
002170.SZ,"87,67,80,499.00",9/19/2007
002171.SZ,"39,82,03,374.00",9/21/2007
002172.SZ,"69,48,81,462.00",9/21/2007
002173.SZ,"20,50,00,000.00",9/25/2007
002174.SZ,"27,57,09,972.00",9/25/2007
002175.SZ,"23,05,65,838.00",10-12-2007
002176.SZ,"1,15,09,47,397.00",10-12-2007
002177.SZ,"76,11,91,294.00",11-01-2007
002178.SZ,"73,01,03,059.00",11-01-2007
002179.SZ,"60,25,14,884.00",11-01-2007
002180.SZ,"42,27,36,618.00",11/13/2007
002181.SZ,"1,16,10,58,174.00",11/16/2007
002182.SZ,"28,80,00,000.00",11/13/2007
002183.SZ,"1,03,75,83,860.00",11/13/2007
002184.SZ,"22,00,00,000.00",11/16/2007
002185.SZ,"69,70,34,673.00",11/20/2007
002186.SZ,"30,84,63,955.00",11/20/2007
002187.SZ,"34,24,22,568.00",11/22/2007
002188.SZ,"15,60,00,000.00",11/22/2007
002189.SZ,"19,92,40,000.00",12-03-2007
002190.SZ,"34,51,88,382.00",12-03-2007
002191.SZ,"1,31,55,00,000.00",12-05-2007
002192.SZ,"17,31,03,469.00",12-05-2007
002193.SZ,"16,00,00,000.00",12-07-2007
002194.SZ,"55,58,80,000.00",12-07-2007
002195.SZ,"87,17,32,720.00",12-12-2007
002196.SZ,"17,87,94,044.00",12-12-2007
002197.SZ,"42,53,51,752.00",12/18/2007
002198.SZ,"50,75,09,848.00",12/18/2007
002199.SZ,"24,34,42,363.00",12/21/2007
002200.SZ,"18,41,32,890.00",12/21/2007
002201.SZ,"25,57,44,208.00",12/26/2007
002202.SZ,"2,73,55,41,000.00",12/26/2007
002203.SZ,"1,67,14,01,113.00",1/16/2008
002204.SZ,"96,56,85,016.00",1/16/2008
002205.SZ,"11,61,52,018.00",1/23/2008
002206.SZ,"44,97,70,500.00",1/23/2008
002207.SZ,"23,91,77,378.00",1/28/2008
002208.SZ,"32,01,00,000.00",1/28/2008
002209.SZ,"19,52,44,050.00",1/30/2008
002210.SZ,"74,79,09,677.00",1/30/2008
002211.SZ,"43,24,75,779.00",02-01-2008
002212.SZ,"51,02,60,000.00",02-01-2008
002213.SZ,"20,60,00,000.00",02-01-2008
002214.SZ,"45,86,66,666.00",2/18/2008
002215.SZ,"91,49,73,774.00",2/18/2008
002216.SZ,"80,42,17,532.00",2/20/2008
002217.SZ,"1,07,84,28,000.00",2/20/2008
002218.SZ,"61,81,71,052.00",2/28/2008
002219.SZ,"75,65,04,132.00",03-06-2008
002220.SZ,"46,47,27,200.00",2/28/2008
002221.SZ,"69,23,46,184.00",03-06-2008
002222.SZ,"28,50,00,000.00",3/19/2008
002223.SZ,"58,47,67,040.00",4/18/2008
002224.SZ,"65,46,69,698.00",4/25/2008
002225.SZ,"89,00,59,161.00",4/25/2008
002226.SZ,"79,12,78,992.00",05-06-2008
002227.SZ,"21,94,61,900.00",05-06-2008
002228.SZ,"37,24,90,118.00",05-08-2008
002229.SZ,"29,81,86,000.00",05-08-2008
002230.SZ,"1,28,54,47,489.00",05-12-2008
002231.SZ,"35,68,00,000.00",05-12-2008
002232.SZ,"40,85,48,455.00",05-09-2008
002233.SZ,"89,46,55,969.00",5/16/2008
002234.SZ,"30,20,46,632.00",5/16/2008
002235.SZ,"19,50,00,000.00",5/16/2008
002236.SZ,"1,16,03,37,257.00",5/20/2008
002237.SZ,"91,04,00,000.00",5/20/2008
002238.SZ,"51,44,61,000.00",5/26/2008
002239.SZ,"1,07,29,73,059.00",5/22/2008
002240.SZ,"49,07,04,000.00",5/23/2008
002241.SZ,"1,52,64,31,986.00",5/22/2008
002242.SZ,"76,77,55,000.00",5/28/2008
002243.SZ,"36,49,48,956.00",5/28/2008
002244.SZ,"2,70,40,00,000.00",5/29/2008
002245.SZ,"97,36,11,465.00",06-05-2008
002246.SZ,"41,36,86,536.00",06-05-2008
002247.SZ,"26,46,07,000.00",06-12-2008
002248.SZ,"30,74,95,600.00",06-12-2008
002249.SZ,"1,72,28,22,700.00",6/19/2008
002250.SZ,"83,51,13,322.00",6/19/2008
002251.SZ,"77,89,85,474.00",6/19/2008
002252.SZ,"2,75,62,59,834.00",6/23/2008
002253.SZ,"13,92,45,600.00",6/23/2008
002254.SZ,"61,08,33,600.00",6/25/2008
002255.SZ,"51,64,00,000.00",6/25/2008
002256.SZ,"31,52,43,500.00",6/25/2008
002258.SZ,"20,24,44,033.00",07-08-2008
002259.SZ,"64,33,20,000.00",7/16/2008
002260.SZ,"26,52,00,000.00",7/16/2008
002261.SZ,"44,32,69,665.00",7/23/2008
002262.SZ,"48,51,66,833.00",7/23/2008
002263.SZ,"93,91,80,050.00",7/28/2008
002264.SZ,"54,15,01,975.00",7/31/2008
002265.SZ,"29,10,26,000.00",08-06-2008
002266.SZ,"1,97,87,19,849.00",08-06-2008
002267.SZ,"1,11,20,75,445.00",8/13/2008
002268.SZ,"43,25,23,346.00",08-11-2008
002269.SZ,"2,52,60,00,000.00",8/28/2008
002270.SZ,"18,91,50,000.00",09-05-2008
002271.SZ,"83,24,71,272.00",09-10-2008
002272.SZ,"41,97,00,000.00",9/19/2008
002273.SZ,"43,66,12,083.00",9/19/2008
002274.SZ,"63,49,09,764.00",9/25/2008
002275.SZ,"59,02,00,000.00",07-10-2009
002276.SZ,"93,93,25,488.00",07-10-2009
002277.SZ,"56,61,22,600.00",7/17/2009
002278.SZ,"36,39,09,648.00",08-11-2009
002279.SZ,"19,78,10,840.00",08-11-2009
002280.SZ,"70,24,97,892.00",8/21/2009
002281.SZ,"20,98,89,584.00",8/21/2009
002282.SZ,"33,81,30,000.00",8/21/2009
002283.SZ,"55,94,11,764.00",8/21/2009
002284.SZ,"73,75,56,000.00",8/28/2009
002285.SZ,"1,44,56,96,230.00",8/28/2009
002286.SZ,"36,92,56,000.00",8/28/2009
002287.SZ,"40,60,00,000.00",8/28/2009
002288.SZ,"93,16,43,744.00",09-03-2009
002289.SZ,"18,68,35,822.00",09-03-2009
002290.SZ,"21,06,72,000.00",09-03-2009
002291.SZ,"39,89,21,895.00",09-03-2009
002292.SZ,"1,26,38,80,324.00",09-10-2009
002293.SZ,"70,18,15,500.00",09-10-2009
002294.SZ,"1,04,60,16,000.00",09-10-2009
002295.SZ,"24,86,00,000.00",9/29/2009
002296.SZ,"37,66,56,420.00",9/29/2009
002297.SZ,"39,88,21,011.00",9/29/2009
002298.SZ,"63,29,18,760.00",9/29/2009
002299.SZ,"1,11,09,00,000.00",10/21/2009
002300.SZ,"45,22,50,000.00",10/21/2009
002301.SZ,"37,61,43,980.00",10/21/2009
002302.SZ,"51,61,17,025.00",11-03-2009
002303.SZ,"1,43,04,00,000.00",11-03-2009
002304.SZ,"1,50,69,88,000.00",11-06-2009
002305.SZ,"1,45,50,60,310.00",11-06-2009
002306.SZ,"80,00,00,000.00",11-11-2009
002307.SZ,"55,73,27,160.00",11-11-2009
002308.SZ,"83,55,91,560.00",11/27/2009
002309.SZ,"57,22,32,308.00",11/27/2009
002310.SZ,"1,00,87,11,947.00",11/27/2009
002311.SZ,"1,53,73,63,254.00",11/27/2009
002312.SZ,"77,30,27,129.00",12-03-2009
002313.SZ,"31,20,00,000.00",12-03-2009
002314.SZ,"1,87,75,30,273.00",12-03-2009
002315.SZ,"11,75,00,000.00",12-09-2009
002316.SZ,"39,31,20,000.00",12-09-2009
002317.SZ,"73,86,12,000.00",12-11-2009
002318.SZ,"33,66,02,373.00",12-11-2009
002319.SZ,"20,00,00,000.00",12-11-2009
002320.SZ,"42,58,80,000.00",12/16/2009
002321.SZ,"42,58,00,000.00",12/16/2009
002322.SZ,"27,80,40,000.00",12/18/2009
002323.SZ,"24,85,76,552.00",12/18/2009
002324.SZ,"27,00,00,000.00",12/18/2009
002325.SZ,"1,00,15,42,415.00",12/22/2009
002326.SZ,"79,87,02,881.00",12/22/2009
002327.SZ,"86,12,82,625.00",12/30/2009
002328.SZ,"45,00,00,000.00",12/30/2009
002329.SZ,"81,58,49,986.00",01-06-2010
002330.SZ,"50,20,00,000.00",01-06-2010
002331.SZ,"29,19,39,213.00",01-06-2010
002332.SZ,"51,21,00,000.00",01-12-2010
002333.SZ,"25,13,01,800.00",01-12-2010
002334.SZ,"71,73,31,980.00",1/13/2010
002335.SZ,"22,43,95,500.00",1/13/2010
002336.SZ,"40,00,00,000.00",1/13/2010
002337.SZ,"59,42,82,750.00",1/15/2010
002338.SZ,"12,00,00,000.00",1/15/2010
002339.SZ,"37,88,96,000.00",1/22/2010
002340.SZ,"1,20,09,92,217.00",1/22/2010
002341.SZ,"37,34,40,000.00",1/22/2010
002342.SZ,"96,00,00,000.00",1/26/2010
002343.SZ,"31,45,10,000.00",1/26/2010
002344.SZ,"1,12,00,00,000.00",1/26/2010
002345.SZ,"84,51,11,200.00",1/28/2010
002346.SZ,"44,15,75,416.00",1/28/2010
002347.SZ,"22,46,75,281.00",1/28/2010
002348.SZ,"47,36,00,000.00",02-03-2010
002349.SZ,"26,00,00,000.00",02-03-2010
002350.SZ,"21,82,80,000.00",02-03-2010
002351.SZ,"29,40,00,000.00",02-05-2010
002352.SZ,"11,67,46,170.00",02-05-2010
002353.SZ,"95,78,53,992.00",02-05-2010
002354.SZ,"22,29,28,707.00",02-09-2010
002355.SZ,"51,37,00,050.00",02-09-2010
002356.SZ,"31,04,74,440.00",02-09-2010
002357.SZ,"31,34,89,036.00",02-10-2010
002358.SZ,"79,55,95,488.00",02-10-2010
002359.SZ,"41,68,00,000.00",02-10-2010
002360.SZ,"39,15,12,600.00",03-03-2010
002361.SZ,"38,20,50,984.00",03-03-2010
002362.SZ,"21,41,02,792.00",03-03-2010
002363.SZ,"29,88,00,000.00",03-05-2010
002364.SZ,"52,32,42,380.00",03-05-2010
002365.SZ,"18,70,00,000.00",03-05-2010
002366.SZ,"43,35,28,675.00",03-12-2010
002367.SZ,"73,86,00,124.00",03-12-2010
002368.SZ,"41,55,97,227.00",03-12-2010
002369.SZ,"48,89,48,250.00",3/16/2010
002370.SZ,"20,40,00,000.00",3/16/2010
002371.SZ,"35,22,00,000.00",3/16/2010
002372.SZ,"57,86,89,800.00",3/18/2010
002373.SZ,"50,55,07,719.00",3/18/2010
002374.SZ,"32,96,53,221.00",3/18/2010
002375.SZ,"1,33,81,37,219.00",3/23/2010
002376.SZ,"60,00,00,000.00",3/23/2010
002377.SZ,"43,81,40,000.00",3/23/2010
002378.SZ,"92,41,67,436.00",3/31/2010
002379.SZ,"92,64,00,000.00",3/31/2010
002380.SZ,"10,20,00,000.00",3/31/2010
002381.SZ,"35,10,00,000.00",04-02-2010
002382.SZ,"24,72,00,000.00",04-02-2010
002383.SZ,"19,73,28,688.00",04-02-2010
002384.SZ,"84,73,90,270.00",04-09-2010
002385.SZ,"2,49,74,74,371.00",04-09-2010
002386.SZ,"67,16,79,806.00",04-09-2010
002387.SZ,"46,94,59,458.00",4/13/2010
002388.SZ,"39,96,00,000.00",4/13/2010
002389.SZ,"71,06,50,500.00",4/13/2010
002390.SZ,"1,25,11,36,330.00",4/16/2010
002391.SZ,"36,21,38,180.00",4/16/2010
002392.SZ,"1,19,85,59,434.00",4/23/2010
002393.SZ,"18,24,54,992.00",4/23/2010
002394.SZ,"32,37,00,000.00",4/23/2010
002395.SZ,"17,88,06,000.00",4/29/2010
002396.SZ,"53,91,11,233.00",6/23/2010
002397.SZ,"67,23,99,594.00",4/29/2010
002398.SZ,"34,27,32,000.00",05-06-2010
002399.SZ,"80,02,00,000.00",05-06-2010
002400.SZ,"90,47,18,923.00",05-06-2010
002401.SZ,"30,32,40,000.00",05-06-2010
002402.SZ,"33,21,82,032.00",05-11-2010
002403.SZ,"24,00,00,000.00",05-11-2010
002404.SZ,"52,06,50,000.00",05-11-2010
002405.SZ,"70,94,03,510.00",5/18/2010
002406.SZ,"56,10,00,000.00",5/18/2010
002407.SZ,"23,11,20,000.00",5/18/2010
002408.SZ,"80,69,13,297.00",5/18/2010
002409.SZ,"16,63,20,000.00",5/25/2010
002410.SZ,"1,12,83,88,018.00",5/25/2010
002411.SZ,"34,83,00,000.00",5/25/2010
002412.SZ,"29,60,00,000.00",5/25/2010
002413.SZ,"31,73,99,633.00",5/28/2010
002414.SZ,"60,00,00,000.00",7/16/2010
002415.SZ,"4,06,91,28,026.00",5/28/2010
002416.SZ,"1,00,38,84,839.00",5/28/2010
002417.SZ,"27,00,00,000.00",06-01-2010
002418.SZ,"37,88,00,000.00",06-01-2010
002419.SZ,"80,02,00,000.00",06-01-2010
002420.SZ,"40,10,00,000.00",06-01-2010
002421.SZ,"57,55,20,000.00",06-03-2010
002422.SZ,"1,44,00,00,000.00",06-03-2010
002423.SZ,"50,29,86,577.00",06-03-2010
002424.SZ,"47,04,00,000.00",06-03-2010
002425.SZ,"43,42,37,786.00",06-08-2010
002426.SZ,"1,16,66,47,793.00",06-08-2010
002427.SZ,"39,81,54,658.00",06-08-2010
002428.SZ,"65,31,20,000.00",06-08-2010
002429.SZ,"1,60,17,87,759.00",06-10-2010
002430.SZ,"83,17,76,000.00",06-10-2010
002431.SZ,"55,07,98,600.00",06-10-2010
002432.SZ,"37,20,00,000.00",06-10-2010
002433.SZ,"72,66,57,000.00",6/18/2010
002434.SZ,"51,00,00,000.00",6/18/2010
002435.SZ,"19,80,00,000.00",6/18/2010
002436.SZ,"49,59,69,168.00",6/18/2010
002437.SZ,"73,18,90,250.00",6/23/2010
002438.SZ,"20,80,00,000.00",6/23/2010
002439.SZ,"83,02,46,668.00",6/23/2010
002440.SZ,"76,70,00,000.00",07-06-2010
002441.SZ,"46,81,29,527.00",07-06-2010
002442.SZ,"48,00,00,000.00",07-06-2010
002443.SZ,"52,05,35,520.00",07-06-2010
002444.SZ,"1,01,40,00,000.00",7/13/2010
002445.SZ,"73,87,66,596.00",7/13/2010
002446.SZ,"37,41,80,246.00",7/13/2010
002447.SZ,"95,24,52,000.00",7/13/2010
002448.SZ,"58,81,02,305.00",7/16/2010
002449.SZ,"47,57,51,669.00",7/16/2010
002450.SZ,"1,43,55,53,422.00",7/16/2010
002451.SZ,"43,92,00,000.00",7/20/2010
002452.SZ,"52,50,43,200.00",7/20/2010
002453.SZ,"57,13,00,000.00",7/20/2010
002454.SZ,"40,56,00,000.00",7/20/2010
002455.SZ,"47,41,20,000.00",08-03-2010
002456.SZ,"1,03,06,12,000.00",08-03-2010
002457.SZ,"33,49,92,000.00",08-03-2010
002458.SZ,"28,33,99,602.00",08-10-2010
002459.SZ,"38,86,89,351.00",08-10-2010
002460.SZ,"37,79,52,115.00",08-10-2010
002461.SZ,"68,01,61,768.00",8/18/2010
002462.SZ,"24,00,00,000.00",8/18/2010
002463.SZ,"1,67,41,59,763.00",8/18/2010
002464.SZ,"14,55,89,953.00",8/31/2010
002465.SZ,"2,14,57,51,654.00",8/31/2010
002466.SZ,"26,14,69,000.00",8/31/2010
002467.SZ,"72,33,58,173.00",09-08-2010
002468.SZ,"33,17,76,000.00",09-08-2010
002469.SZ,"33,55,08,566.00",09-08-2010
002470.SZ,"1,56,28,45,848.00",09-08-2010
002471.SZ,"50,72,00,000.00",09-10-2010
002472.SZ,"28,83,72,000.00",09-10-2010
002473.SZ,"16,00,00,000.00",09-10-2010
002474.SZ,"62,22,00,000.00",9/15/2010
002475.SZ,"1,24,78,97,830.00",9/15/2010
002476.SZ,"61,20,00,000.00",9/15/2010
002477.SZ,"1,04,50,53,210.00",9/15/2010
002478.SZ,"40,01,00,000.00",9/21/2010
002479.SZ,"79,63,50,000.00",9/21/2010
002480.SZ,"64,53,68,270.00",9/21/2010
002481.SZ,"50,53,56,000.00",9/21/2010
002482.SZ,"53,82,94,200.00",9/29/2010
002483.SZ,"44,37,37,950.00",9/29/2010
002484.SZ,"33,28,00,000.00",9/29/2010
002485.SZ,"32,00,00,000.00",10/15/2010
002486.SZ,"83,20,00,000.00",10/15/2010
002487.SZ,"54,00,00,000.00",10/15/2010
002488.SZ,"50,84,83,392.00",10/21/2010
002489.SZ,"2,17,57,36,503.00",10/21/2010
002490.SZ,"79,78,48,400.00",10/21/2010
002491.SZ,"1,19,91,16,223.00",10/21/2010
002492.SZ,"27,00,00,000.00",11-02-2010
002493.SZ,"2,22,40,00,000.00",11-02-2010
002494.SZ,"34,84,78,000.00",11-02-2010
002495.SZ,"66,83,04,000.00",11-02-2010
002496.SZ,"39,67,04,022.00",11-09-2010
002497.SZ,"96,00,00,000.00",11-09-2010
002498.SZ,"1,07,31,60,000.00",11-09-2010
002499.SZ,"18,90,00,000.00",11-09-2010
002500.SZ,"2,51,87,25,153.00",11/15/2010
002501.SZ,"93,60,00,000.00",11/17/2010
002502.SZ,"34,87,86,989.00",11/17/2010
002503.SZ,"1,03,68,00,000.00",11/17/2010
002504.SZ,"41,27,34,085.00",11/18/2010
002505.SZ,"2,88,70,38,000.00",11/18/2010
002506.SZ,"2,52,35,20,000.00",11/18/2010
002507.SZ,"32,24,00,000.00",11/23/2010
002508.SZ,"48,60,75,000.00",11/23/2010
002509.SZ,"45,64,41,189.00",11/23/2010
002510.SZ,"41,15,20,000.00",11/25/2010
002511.SZ,"48,67,20,000.00",11/25/2010
002512.SZ,"88,57,05,362.00",12-03-2010
002513.SZ,"21,31,20,000.00",12-03-2010
002514.SZ,"27,70,17,132.00",12-03-2010
002515.SZ,"35,96,74,000.00",12-03-2010
002516.SZ,"66,21,75,000.00",12-07-2010
002517.SZ,"17,68,00,000.00",12-07-2010
002518.SZ,"29,69,34,680.00",12-07-2010
002519.SZ,"56,96,41,910.00",12-07-2010
002520.SZ,"32,40,00,000.00",12-10-2010
002521.SZ,"49,46,85,819.00",12-10-2010
002522.SZ,"88,32,82,200.00",12-10-2010
002523.SZ,"56,21,59,048.00",12-10-2010
002524.SZ,"50,33,32,800.00",12/17/2010
002526.SZ,"53,40,00,000.00",12/17/2010
002527.SZ,"58,97,70,589.00",12/24/2010
002528.SZ,"71,22,21,010.00",12/24/2010
002529.SZ,"20,00,00,000.00",12/24/2010
002530.SZ,"26,80,00,000.00",12/31/2010
002531.SZ,"82,30,00,000.00",12/31/2010
002532.SZ,"32,12,70,000.00",12/31/2010
002533.SZ,"55,35,04,000.00",12/31/2010
002534.SZ,"40,05,20,000.00",01-10-2011
002535.SZ,"61,66,79,288.00",01-11-2011
002536.SZ,"11,12,69,292.00",01-11-2011
002537.SZ,"30,12,30,000.00",01-10-2011
002538.SZ,"71,81,20,283.00",1/18/2011
002539.SZ,"1,01,01,00,000.00",1/18/2011
002540.SZ,"1,04,00,00,000.00",1/18/2011
002541.SZ,"26,80,00,000.00",1/18/2011
002542.SZ,"1,03,80,00,000.00",1/28/2011
002543.SZ,"44,00,00,000.00",1/28/2011
002544.SZ,"51,57,60,000.00",1/28/2011
002545.SZ,"26,02,50,000.00",02-11-2011
002546.SZ,"25,20,00,000.00",02-11-2011
002547.SZ,"33,73,26,058.00",2/18/2011
002548.SZ,"31,02,00,000.00",2/18/2011
002549.SZ,"56,70,00,000.00",2/18/2011
002550.SZ,"64,00,00,000.00",2/18/2011
002551.SZ,"43,55,51,461.00",2/25/2011
002552.SZ,"30,00,00,000.00",2/25/2011
002553.SZ,"34,80,00,000.00",2/25/2011
002554.SZ,"51,56,25,000.00",2/25/2011
002555.SZ,"87,71,08,143.00",03-02-2011
002556.SZ,"47,84,00,000.00",03-02-2011
002557.SZ,"50,70,00,000.00",03-02-2011
002558.SZ,"6,54,50,000.00",03-02-2011
002559.SZ,"36,61,38,696.00",03-03-2011
002560.SZ,"13,98,03,117.00",03-03-2011
002561.SZ,"41,57,63,000.00",03-03-2011
002562.SZ,"21,34,00,000.00",03-10-2011
002563.SZ,"2,68,00,00,000.00",03-11-2011
002564.SZ,"73,97,12,000.00",03-10-2011
002565.SZ,"69,66,80,000.00",3/18/2011
002566.SZ,"33,09,51,600.00",3/18/2011
002567.SZ,"42,07,86,000.00",3/25/2011
002568.SZ,"89,60,00,000.00",3/25/2011
002569.SZ,"14,00,10,000.00",04-12-2011
002570.SZ,"1,02,25,20,000.00",04-12-2011
002571.SZ,"39,19,50,700.00",04-12-2011
002572.SZ,"44,09,90,000.00",04-12-2011
002573.SZ,"1,06,56,00,000.00",4/22/2011
002574.SZ,"52,80,00,000.00",4/22/2011
002575.SZ,"58,87,20,000.00",4/22/2011
002576.SZ,"16,51,00,000.00",4/28/2011
002577.SZ,"28,39,77,000.00",4/28/2011
002578.SZ,"42,95,00,000.00",4/28/2011
002579.SZ,"35,04,60,000.00",05-06-2011
002580.SZ,"21,75,52,347.00",05-06-2011
002581.SZ,"65,97,35,586.00",5/20/2011
002582.SZ,"14,76,00,000.00",5/20/2011
002583.SZ,"1,53,75,78,350.00",5/27/2011
002584.SZ,"23,40,86,569.00",06-02-2011
002585.SZ,"71,73,27,642.00",06-02-2011
002586.SZ,"72,81,26,600.00",06-02-2011
002587.SZ,"37,34,50,947.00",06-10-2011
002588.SZ,"58,35,60,000.00",06-10-2011
002589.SZ,"55,45,43,488.00",06-10-2011
002590.SZ,"41,25,62,800.00",06-10-2011
002591.SZ,"26,20,39,983.00",6/21/2011
002592.SZ,"24,93,36,569.00",11-11-2011
002593.SZ,"23,31,00,000.00",6/28/2011
002594.SZ,"2,47,60,00,000.00",6/30/2011
002595.SZ,"80,00,00,000.00",6/28/2011
002596.SZ,"26,77,79,472.00",07-07-2011
002597.SZ,"56,82,54,000.00",07-07-2011
002598.SZ,"31,20,00,000.00",07-07-2011
002599.SZ,"13,20,00,000.00",7/15/2011
002600.SZ,"87,99,89,668.00",7/15/2011
002601.SZ,"20,44,24,200.00",7/15/2011
002602.SZ,"1,02,70,92,040.00",7/28/2011
002603.SZ,"1,12,65,02,000.00",7/28/2011
002604.SZ,"50,40,25,600.00",7/28/2011
002605.SZ,"37,40,00,000.00",08-05-2011
002606.SZ,"20,00,00,000.00",08-05-2011
002607.SZ,"35,69,28,000.00",08-10-2011
002608.SZ,"37,48,50,000.00",08-10-2011
002609.SZ,"60,10,41,622.00",8/15/2011
002610.SZ,"72,50,00,000.00",8/15/2011
002611.SZ,"58,05,92,000.00",8/30/2011
002612.SZ,"20,00,00,000.00",8/30/2011
002613.SZ,"72,09,00,000.00",8/30/2011
002614.SZ,"55,47,75,000.00",09-09-2011
002615.SZ,"18,24,00,000.00",09-09-2011
002616.SZ,"35,93,33,322.00",9/20/2011
002617.SZ,"36,00,00,000.00",9/20/2011
002618.SZ,"18,26,40,000.00",9/20/2011
002619.SZ,"32,00,08,431.00",9/29/2011
002620.SZ,"12,00,00,000.00",9/29/2011
002621.SZ,"22,50,00,000.00",9/29/2011
002622.SZ,"42,00,00,000.00",10/18/2011
002623.SZ,"16,00,00,000.00",10/13/2011
002624.SZ,"48,77,06,996.00",10/28/2011
002625.SZ,"30,07,54,194.00",11-03-2011
002626.SZ,"57,60,00,000.00",10/28/2011
002627.SZ,"13,35,00,000.00",11-03-2011
002628.SZ,"73,74,16,215.00",11-03-2011
002629.SZ,"41,19,48,000.00",11-03-2011
002630.SZ,"73,80,00,000.00",11-11-2011
002631.SZ,"64,93,74,000.00",11-11-2011
