ticker,mktshare,ipo_date
300422.SZ,"12,40,00,000.00",2/17/2015
300423.SZ,"8,80,00,000.00",2/17/2015
300424.SZ,"13,30,70,000.00",4/22/2015
300425.SZ,"7,20,00,000.00",2/16/2015
300426.SZ,"8,00,00,000.00",2/17/2015
300427.SZ,"8,86,70,000.00",2/17/2015
300428.SZ,"8,08,00,000.00",3/19/2015
300429.SZ,"7,98,00,000.00",3/24/2015
300430.SZ,"6,08,00,000.00",3/19/2015
300431.SZ,"27,38,57,085.00",3/24/2015
300432.SZ,"36,00,00,000.00",3/19/2015
300433.SZ,"67,33,60,000.00",3/18/2015
300434.SZ,"6,80,00,000.00",4/24/2015
300435.SZ,"8,16,00,000.00",3/26/2015
300436.SZ,"14,00,00,000.00",4/22/2015
300437.SZ,"6,67,00,000.00",4/23/2015
300438.SZ,"8,40,00,000.00",4/24/2015
300439.SZ,"34,00,20,000.00",4/22/2015
300440.SZ,"11,20,00,000.00",4/23/2015
300441.SZ,"8,44,80,000.00",4/23/2015
300442.SZ,"10,00,00,000.00",4/24/2015
300443.SZ,"5,62,60,000.00",4/22/2015
300444.SZ,"27,58,91,200.00",4/23/2015
300445.SZ,"8,16,00,000.00",4/24/2015
300446.SZ,"6,14,00,000.00",4/23/2015
300447.SZ,"8,10,00,000.00",4/22/2015
300448.SZ,"8,00,00,000.00",4/24/2015
300449.SZ,"7,07,00,000.00",4/22/2015
300450.SZ,"13,60,00,000.00",5/18/2015
300451.SZ,"6,80,00,000.00",5/14/2015
300452.SZ,"4,64,00,000.00",5/15/2015
300453.SZ,"7,93,60,000.00",5/15/2015
300455.SZ,"14,00,00,000.00",5/15/2015
300456.SZ,"8,40,00,000.00",5/14/2015
300457.SZ,"11,70,00,000.00",5/14/2015
300458.SZ,"16,00,00,000.00",5/15/2015
300459.SZ,"26,50,00,000.00",5/15/2015
300460.SZ,"16,82,74,200.00",5/15/2015
300461.SZ,"6,66,80,000.00",5/19/2015
300462.SZ,"13,77,60,000.00",5/27/2015
300463.SZ,"18,60,00,000.00",5/28/2015
300464.SZ,"8,42,15,000.00",06-10-2015
300465.SZ,"13,33,40,000.00",5/28/2015
300466.SZ,"8,00,00,000.00",5/28/2015
300467.SZ,"16,00,00,000.00",5/27/2015
300468.SZ,"10,00,00,000.00",5/27/2015
300469.SZ,"6,68,00,000.00",06-11-2015
300470.SZ,"5,33,40,000.00",06-12-2015
300471.SZ,"7,39,84,000.00",06-11-2015
300472.SZ,"6,66,70,000.00",06-11-2015
300473.SZ,"10,00,00,000.00",06-12-2015
300475.SZ,"20,00,00,000.00",06-10-2015
300476.SZ,"14,66,70,000.00",06-11-2015
300477.SZ,"10,81,80,000.00",06-10-2015
300478.SZ,"6,66,70,000.00",06-10-2015
300479.SZ,"8,00,00,000.00",06-12-2015
300480.SZ,"9,20,00,000.00",07-02-2015
300481.SZ,"8,00,00,000.00",6/30/2015
300482.SZ,"8,80,00,000.00",6/30/2015
300483.SZ,"6,15,00,000.00",6/30/2015
300485.SZ,"12,00,00,000.00",6/26/2015
300486.SZ,"13,88,60,881.00",6/30/2015
300487.SZ,"8,00,00,000.00",07-02-2015
300488.SZ,"6,25,10,000.00",07-01-2015
300489.SZ,"4,53,75,000.00",07-01-2015
600000.SH,"18,65,34,71,415.00",11-10-1999
600004.SH,"1,15,00,00,000.00",4/28/2003
600005.SH,"10,09,37,79,823.00",08-03-1999
600006.SH,"2,00,00,00,000.00",7/27/1999
600007.SH,"1,00,72,82,534.00",03-12-1999
600008.SH,"2,41,03,07,062.00",4/27/2000
600009.SH,"1,92,69,58,448.00",2/18/1998
600010.SH,"32,56,07,37,606.00",03-09-2001
600011.SH,"14,42,03,83,440.00",12-06-2001
600012.SH,"1,65,86,10,000.00",01-07-2003
600015.SH,"10,68,55,72,211.00",09-12-2003
600016.SH,"36,48,53,48,752.00",12/19/2000
600017.SH,"3,07,56,53,888.00",10/17/2006
600018.SH,"23,17,36,74,650.00",10/26/2006
600019.SH,"16,46,92,88,424.00",12-12-2000
600020.SH,"2,24,73,71,832.00",08-08-2003
600021.SH,"2,13,97,39,257.00",10/29/2003
600022.SH,"8,42,04,22,781.00",6/29/2004
600023.SH,"13,60,06,89,988.00",12/19/2013
600026.SH,"4,03,20,32,861.00",5/23/2002
600027.SH,"9,86,29,76,653.00",02-03-2005
600028.SH,"1,21,07,12,09,646.00",08-08-2001
600029.SH,"9,81,75,67,000.00",7/25/2003
600030.SH,"12,11,69,08,400.00",01-06-2003
600031.SH,"7,61,65,04,037.00",07-03-2003
600033.SH,"2,74,44,00,000.00",02-09-2001
600035.SH,"1,45,33,77,893.00",03-10-2004
600036.SH,"25,21,98,45,601.00",04-09-2002
600037.SH,"1,16,83,52,026.00",02-08-2001
600038.SH,"58,94,76,716.00",12/18/2000
600039.SH,"3,01,97,32,672.00",3/25/2003
600048.SH,"10,75,52,45,943.00",7/31/2006
600050.SH,"21,19,65,96,395.00",10-09-2002
600051.SH,"31,08,80,000.00",04-10-1997
600052.SH,"87,17,89,092.00",4/15/1997
600053.SH,"43,35,40,800.00",4/18/1997
600054.SH,"49,82,00,000.00",05-06-1997
600055.SH,"21,64,50,000.00",5/19/1997
600056.SH,"1,01,25,13,400.00",5/15/1997
600057.SH,"1,03,62,50,256.00",06-04-1997
600058.SH,"1,07,19,10,711.00",5/28/1997
600059.SH,"80,85,24,165.00",5/16/1997
600060.SH,"1,30,84,81,222.00",4/22/1997
600061.SH,"3,69,41,51,713.00",5/19/1997
600062.SH,"57,16,95,948.00",5/22/1997
600063.SH,"1,64,58,94,692.00",5/28/1997
600064.SH,"77,43,28,248.00",05-06-1997
600066.SH,"2,21,39,39,223.00",05-08-1997
600067.SH,"1,48,29,04,725.00",05-08-1997
600068.SH,"4,60,47,77,412.00",5/26/1997
600069.SH,"1,24,91,02,957.00",4/30/1997
600070.SH,"35,66,13,052.00",06-04-1997
600071.SH,"23,74,72,456.00",5/28/1997
600072.SH,"47,84,29,586.00",06-03-1997
600073.SH,"93,77,29,472.00",07-04-1997
600074.SH,"2,25,59,52,982.00",6/23/1997
600075.SH,"43,85,92,000.00",6/17/1997
600076.SH,"36,55,36,000.00",5/26/1997
600077.SH,"1,34,01,22,326.00",5/20/1997
600078.SH,"66,25,72,861.00",6/27/1997
600079.SH,"1,28,60,49,062.00",06-06-1997
600080.SH,"30,52,95,872.00",06-12-1997
600081.SH,"31,35,60,000.00",07-03-1997
600082.SH,"64,61,15,826.00",6/20/1997
600083.SH,"23,00,00,000.00",06-06-1997
600084.SH,"1,12,37,26,830.00",07-11-1997
600085.SH,"1,37,14,70,262.00",6/25/1997
600086.SH,"45,00,00,000.00",06-06-1997
600088.SH,"33,14,22,000.00",6/16/1997
600089.SH,"3,24,90,53,686.00",6/18/1997
600090.SH,"36,79,16,646.00",6/16/1997
600091.SH,"33,65,26,000.00",07-04-1997
600093.SH,"1,12,24,47,500.00",6/26/1997
600094.SH,"2,01,15,56,942.00",07-03-1997
600095.SH,"36,12,63,565.00",07-08-1997
600096.SH,"1,12,90,78,166.00",07-09-1997
600097.SH,"20,25,97,901.00",6/19/1997
600098.SH,"2,72,61,96,558.00",7/18/1997
600099.SH,"21,91,20,000.00",07-04-1997
600100.SH,"2,96,38,98,951.00",6/27/1997
600101.SH,"32,41,78,977.00",6/27/1997
600103.SH,"1,06,18,41,600.00",07-03-1997
600104.SH,"11,02,55,66,629.00",11/25/1997
600105.SH,"47,24,96,546.00",9/29/1997
600106.SH,"90,77,42,000.00",6/18/1997
600107.SH,"36,00,00,000.00",11-06-1997
600108.SH,"1,94,69,15,121.00",8/18/1997
600109.SH,"3,02,43,59,310.00",08-07-1997
600110.SH,"1,15,03,12,097.00",10-07-1997
600111.SH,"3,63,30,66,000.00",9/24/1997
600112.SH,"50,92,04,846.00",11/27/1997
600113.SH,"31,86,00,000.00",10/21/1997
600114.SH,"39,07,65,517.00",05-11-2004
600115.SH,"13,14,01,78,860.00",11-05-1997
600116.SH,"33,10,01,834.00",08-04-1997
600117.SH,"74,12,19,252.00",10/15/1997
600118.SH,"1,18,24,89,135.00",09-08-1997
600119.SH,"30,74,00,000.00",1/15/1998
600120.SH,"50,54,73,454.00",12-01-1997
600121.SH,"1,01,53,43,365.00",01-07-1998
600122.SH,"1,14,57,48,350.00",4/20/1998
600123.SH,"1,14,24,00,000.00",12/17/1998
600125.SH,"1,30,55,21,874.00",05-11-1998
600126.SH,"83,89,38,750.00",03-11-1998
600127.SH,"64,17,83,218.00",05-06-1998
600128.SH,"24,67,67,500.00",09-01-1997
600129.SH,"42,68,94,000.00",11/18/1997
600130.SH,"76,80,00,000.00",07-06-2000
600131.SH,"50,41,25,155.00",04-02-1998
600132.SH,"48,39,71,198.00",10/30/1997
600133.SH,"63,42,57,784.00",02-12-1998
600135.SH,"37,29,91,735.00",1/22/1998
600136.SH,"16,40,18,461.00",03-03-1998
600137.SH,"9,72,17,588.00",4/16/1998
600138.SH,"72,38,40,000.00",12-03-1997
600139.SH,"66,18,90,508.00",2/25/1998
600141.SH,"52,99,81,934.00",6/16/1999
600143.SH,"2,56,00,00,000.00",6/23/2004
600145.SH,"37,76,85,000.00",9/23/1999
600146.SH,"20,00,00,000.00",07-07-1999
600148.SH,"14,15,16,450.00",5/20/1998
600149.SH,"38,01,60,000.00",10/14/1999
600150.SH,"1,37,81,17,598.00",5/20/1998
600151.SH,"1,25,01,79,897.00",06-05-1998
600152.SH,"29,34,94,200.00",06-09-1998
600153.SH,"2,83,52,00,530.00",6/16/1998
600155.SH,"47,66,02,564.00",9/18/1998
600156.SH,"40,21,10,702.00",5/27/1998
600157.SH,"11,19,46,39,548.00",5/13/1998
600158.SH,"84,37,35,373.00",3/27/1998
600159.SH,"83,00,03,232.00",5/26/1998
600160.SH,"1,81,09,15,951.00",6/26/1998
600161.SH,"51,54,66,868.00",6/16/1998
600162.SH,"76,78,12,619.00",06-09-1998
600163.SH,"99,94,65,230.00",06-02-1998
600165.SH,"27,39,53,510.00",5/29/1998
600166.SH,"3,33,50,65,645.00",06-02-1998
600167.SH,"21,10,00,000.00",1/28/1999
600168.SH,"70,95,69,692.00",4/27/1998
600169.SH,"2,42,39,55,000.00",09-04-1998
600170.SH,"5,94,32,14,237.00",6/23/1998
600171.SH,"67,38,07,773.00",9/24/1998
600172.SH,"69,50,31,834.00",11/26/1998
600173.SH,"72,51,47,460.00",4/15/1999
600175.SH,"2,45,10,37,509.00",04-08-1999
600176.SH,"87,26,29,500.00",4/22/1999
600177.SH,"2,22,66,11,695.00",11/19/1998
600178.SH,"46,20,80,000.00",10/14/1998
600179.SH,"39,00,00,000.00",11-04-1998
600180.SH,"1,01,74,07,464.00",07-03-1998
600182.SH,"34,00,00,000.00",05-07-1999
600183.SH,"1,43,75,53,885.00",10/28/1998
600184.SH,"41,87,60,826.00",11-06-2003
600185.SH,"57,76,13,710.00",06-11-1999
600186.SH,"1,06,20,24,311.00",8/25/1998
600187.SH,"1,45,56,24,228.00",11-11-1998
600188.SH,"4,91,84,00,000.00",07-01-1998
600189.SH,"31,05,00,000.00",10-07-1998
600190.SH,"2,00,22,91,500.00",06-09-1999
600191.SH,"48,49,32,000.00",12-10-1998
600192.SH,"44,17,48,000.00",12/24/1998
600193.SH,"42,53,73,000.00",5/27/1999
600195.SH,"42,98,00,000.00",01-07-1999
600196.SH,"2,31,13,80,364.00",08-07-1998
600197.SH,"44,10,00,000.00",9/16/1999
600198.SH,"88,21,08,472.00",10/21/1998
600199.SH,"55,57,75,002.00",08-12-1998
600200.SH,"62,86,00,000.00",04-01-1999
600201.SH,"28,64,14,930.00",1/15/1999
600202.SH,"38,33,40,672.00",06-03-1999
600203.SH,"38,02,80,745.00",5/14/1999
600206.SH,"83,87,78,332.00",3/19/1999
600207.SH,"69,00,00,000.00",7/14/1999
600208.SH,"8,13,81,31,967.00",6/23/1999
600209.SH,"43,90,11,169.00",3/25/1999
600210.SH,"1,51,67,36,158.00",8/24/1999
600211.SH,"14,55,89,000.00",7/21/1999
600212.SH,"51,16,97,213.00",8/17/1999
600213.SH,"22,00,00,000.00",8/31/1999
600215.SH,"46,50,32,880.00",09-09-1999
600216.SH,"93,61,08,000.00",10/21/1999
600217.SH,"1,34,15,87,523.00",12/16/1999
600218.SH,"36,87,55,000.00",12-03-1998
600219.SH,"2,83,51,84,361.00",12/23/1999
600220.SH,"1,78,33,40,326.00",9/27/1999
600221.SH,"12,18,21,81,790.00",11/25/1999
600222.SH,"57,38,86,283.00",11-05-1999
600223.SH,"1,00,09,68,000.00",1/13/2000
600225.SH,"93,54,92,615.00",1/27/2000
600226.SH,"40,55,49,248.00",11/16/1999
600227.SH,"95,03,92,526.00",2/21/2000
600228.SH,"24,13,20,000.00",1/19/1999
600229.SH,"70,20,96,010.00",03-09-2000
600230.SH,"29,41,88,216.00",04-06-2000
600231.SH,"80,40,02,200.00",05-11-2000
600232.SH,"36,47,18,544.00",06-02-2000
600233.SH,"16,50,00,000.00",06-08-2000
600234.SH,"20,24,45,880.00",6/15/2000
600235.SH,"35,13,00,000.00",6/15/2000
600236.SH,"2,28,04,49,514.00",3/23/2000
600237.SH,"56,43,69,565.00",06-09-2000
600238.SH,"44,82,00,000.00",1/20/2000
600239.SH,"1,07,04,57,939.00",12-02-1999
600240.SH,"1,42,42,53,600.00",6/28/2000
600241.SH,"22,61,92,115.00",11/28/2000
600242.SH,"27,33,35,353.00",12-07-2000
600243.SH,"23,68,50,000.00",11/20/2000
600246.SH,"1,21,68,00,000.00",9/22/2000
600247.SH,"33,64,41,600.00",11/23/2000
600248.SH,"47,36,89,200.00",6/22/2000
600249.SH,"55,00,00,000.00",1/30/2004
600250.SH,"25,86,92,460.00",03-06-2001
600251.SH,"78,48,42,008.00",06-09-2003
600252.SH,"3,47,51,07,147.00",11/30/2000
600255.SH,"1,76,95,93,555.00",11/22/2000
600256.SH,"5,22,14,24,684.00",5/26/2000
600257.SH,"42,70,50,000.00",06-12-2000
600258.SH,"23,14,00,000.00",06-01-2000
600259.SH,"26,21,22,646.00",5/25/2000
600260.SH,"66,67,47,648.00",07-06-2000
600261.SH,"1,45,21,02,930.00",7/20/2000
600262.SH,"17,00,00,000.00",6/30/2000
600265.SH,"12,98,00,000.00",8/25/2000
600266.SH,"1,56,70,40,000.00",02-03-1999
600267.SH,"96,55,31,842.00",7/25/2000
600268.SH,"63,52,46,434.00",11/18/1999
600269.SH,"2,33,54,07,014.00",5/18/2000
600270.SH,"90,54,81,720.00",12/28/2000
600271.SH,"92,34,00,000.00",07-11-2003
600272.SH,"24,30,00,000.00",2/28/2001
600273.SH,"1,30,62,85,261.00",6/27/2003
600275.SH,"50,88,37,238.00",08-10-2000
600276.SH,"1,95,64,99,106.00",10/18/2000
600277.SH,"2,08,95,89,500.00",7/25/2000
600278.SH,"52,22,41,739.00",07-12-2000
600279.SH,"46,19,72,381.00",7/31/2000
600280.SH,"1,14,83,34,872.00",9/26/2000
600281.SH,"51,44,02,025.00",11-09-2000
600282.SH,"3,87,57,52,457.00",9/19/2000
600283.SH,"35,29,95,758.00",10/18/2000
600284.SH,"69,30,40,000.00",3/16/2004
600285.SH,"53,54,81,864.00",10/18/2000
600287.SH,"43,67,96,074.00",09-01-2000
600288.SH,"43,68,00,000.00",11/29/2000
600289.SH,"56,59,22,684.00",7/20/2000
600290.SH,"52,68,83,658.00",11-06-2000
600291.SH,"38,40,00,000.00",7/31/2000
600292.SH,"78,08,16,890.00",11-01-2000
600293.SH,"34,45,02,600.00",9/19/2000
600295.SH,"1,03,20,00,000.00",4/26/2001
600297.SH,"3,66,69,33,785.00",11/16/2000
600298.SH,"32,96,32,377.00",8/18/2000
600299.SH,"52,27,07,560.00",4/20/2000
600300.SH,"1,67,20,00,000.00",6/30/2000
600301.SH,"23,51,48,140.00",07-12-2000
600302.SH,"34,60,09,804.00",12/13/2000
600303.SH,"62,03,24,296.00",12/26/2000
600305.SH,"30,13,69,000.00",02-06-2001
600306.SH,"17,81,38,918.00",12/26/2000
600307.SH,"6,26,33,57,424.00",12/20/2000
600308.SH,"1,16,75,61,419.00",9/28/2000
600309.SH,"2,16,23,34,720.00",01-05-2001
600310.SH,"82,77,75,000.00",2/28/2001
600311.SH,"66,56,00,000.00",6/26/2001
600312.SH,"1,13,74,85,573.00",2/21/2001
600313.SH,"36,72,87,248.00",1/19/2001
600315.SH,"67,40,32,111.00",3/15/2001
600316.SH,"71,71,14,512.00",12/15/2000
600317.SH,"6,47,29,83,003.00",1/31/2002
600318.SH,"24,20,00,000.00",12-08-2000
600319.SH,"31,55,94,000.00",3/26/2001
600320.SH,"4,39,02,94,584.00",12/21/2000
600321.SH,"1,51,05,50,000.00",5/24/2001
600322.SH,"1,10,57,00,000.00",09-10-2001
600323.SH,"76,62,64,018.00",12/25/2000
600325.SH,"81,70,45,620.00",2/25/2004
600326.SH,"54,72,00,000.00",1/16/2001
600327.SH,"52,17,11,813.00",6/25/2002
600328.SH,"35,91,18,030.00",12/22/2000
600329.SH,"76,88,73,076.00",06-06-2001
600330.SH,"83,04,71,442.00",1/18/2001
600331.SH,"2,03,20,00,000.00",12/20/2001
600332.SH,"1,29,10,79,250.00",02-06-2001
600333.SH,"52,96,19,808.00",12-11-2000
600335.SH,"62,71,45,690.00",03-05-2001
600336.SH,"68,20,72,000.00",12/29/2000
600337.SH,"64,63,36,419.00",11/27/2000
600338.SH,"65,30,07,263.00",12/27/2000
600339.SH,"57,81,54,688.00",12/25/2000
600340.SH,"2,64,57,59,430.00",12/30/2003
600343.SH,"63,82,06,348.00",04-08-2003
600345.SH,"19,80,00,000.00",12/22/2000
600346.SH,"66,77,86,842.00",8/20/2001
600348.SH,"2,40,50,00,000.00",8/21/2003
600350.SH,"4,81,11,65,857.00",3/18/2002
600351.SH,"69,20,00,000.00",9/26/2002
600352.SH,"3,25,33,31,860.00",08-01-2003
600353.SH,"54,37,20,000.00",11/20/2002
600354.SH,"44,78,02,080.00",1/15/2004
600355.SH,"49,20,89,200.00",6/13/2002
600356.SH,"29,87,31,378.00",4/19/2001
600358.SH,"43,20,00,000.00",9/22/2000
600359.SH,"38,15,12,820.00",4/29/1999
600360.SH,"73,80,80,000.00",3/16/2001
600361.SH,"66,58,07,918.00",11/29/2001
600362.SH,"3,46,27,29,405.00",01-11-2002
600363.SH,"44,34,76,750.00",3/29/2001
600365.SH,"20,00,00,000.00",1/15/2001
600366.SH,"53,49,77,750.00",10/30/2000
600367.SH,"29,12,00,000.00",3/20/2001
600368.SH,"83,38,01,532.00",12/21/2000
600369.SH,"5,64,51,09,124.00",01-09-2001
600370.SH,"31,88,97,692.00",03-06-2003
600371.SH,"22,50,60,000.00",9/16/2002
600372.SH,"1,75,91,62,938.00",07-06-2001
600373.SH,"1,37,79,40,025.00",03-04-2002
600375.SH,"55,57,40,597.00",04-01-2003
600376.SH,"2,24,20,12,500.00",03-12-2001
600377.SH,"5,03,77,47,500.00",1/16/2001
600378.SH,"29,71,93,292.00",01-11-2001
600379.SH,"23,58,58,260.00",1/16/2002
600380.SH,"1,58,38,79,292.00",06-08-2001
600381.SH,"68,83,14,013.00",05-08-2001
600382.SH,"34,17,46,600.00",1/18/2001
600383.SH,"4,49,96,09,872.00",04-12-2001
600385.SH,"14,81,07,148.00",7/23/2001
600386.SH,"40,32,00,000.00",2/16/2001
600387.SH,"38,61,00,000.00",2/18/2004
600388.SH,"1,06,90,50,000.00",12/29/2000
600389.SH,"19,80,00,000.00",01-10-2001
600390.SH,"45,12,56,401.00",1/15/2001
600391.SH,"33,01,29,367.00",12-12-2001
600392.SH,"94,10,39,383.00",5/29/2003
600393.SH,"30,00,00,000.00",3/19/2001
600395.SH,"1,65,50,51,861.00",5/31/2001
600396.SH,"86,86,64,386.00",3/28/2001
600397.SH,"98,99,59,882.00",07-02-2002
600398.SH,"4,49,27,57,924.00",12/28/2000
600399.SH,"1,30,00,00,000.00",12/29/2000
600400.SH,"71,18,50,314.00",01-08-2001
600401.SH,"4,72,49,35,152.00",9/24/2003
600403.SH,"2,39,08,12,402.00",10-09-2003
600405.SH,"42,38,92,802.00",04-01-2004
600406.SH,"2,42,89,53,351.00",10/16/2003
600408.SH,"1,00,68,00,000.00",02-12-2003
600409.SH,"1,85,03,85,487.00",6/18/2003
600410.SH,"64,17,25,496.00",4/27/2004
600415.SH,"5,44,32,14,176.00",05-09-2002
600416.SH,"74,34,05,176.00",7/18/2002
600418.SH,"1,46,32,33,021.00",8/24/2001
600419.SH,"10,35,57,209.00",6/28/2001
600420.SH,"28,77,33,402.00",6/16/2004
600421.SH,"19,56,00,000.00",06-07-2004
600422.SH,"34,11,30,177.00",12-06-2000
600423.SH,"39,93,47,513.00",7/17/2003
600425.SH,"1,37,87,90,086.00",7/24/2003
600426.SH,"95,36,25,000.00",6/20/2002
600428.SH,"1,69,04,46,393.00",4/18/2002
600429.SH,"1,49,75,57,426.00",9/15/2003
600432.SH,"1,60,37,23,916.00",09-05-2003
600433.SH,"1,27,13,15,443.00",6/19/2003
600435.SH,"74,46,60,000.00",07-04-2003
600436.SH,"40,22,11,473.00",6/16/2003
600438.SH,"81,71,09,632.00",03-02-2004
600439.SH,"94,33,21,200.00",07-10-2003
600444.SH,"14,64,21,932.00",2/19/2004
600446.SH,"83,05,06,500.00",12/24/2003
600448.SH,"42,23,64,101.00",09-03-2001
600449.SH,"47,81,81,042.00",8/29/2003
600452.SH,"16,00,00,000.00",03-03-2004
600455.SH,"6,24,58,000.00",3/29/2004
600456.SH,"43,02,65,700.00",04-12-2002
600458.SH,"66,14,22,092.00",12/19/2002
600459.SH,"26,09,77,742.00",5/16/2003
600460.SH,"1,24,71,68,000.00",03-11-2003
600461.SH,"33,00,00,000.00",06-01-2004
600462.SH,"53,37,80,000.00",09-03-2003
600463.SH,"25,20,00,000.00",3/18/2004
600466.SH,"2,11,70,18,039.00",02-12-2001
600467.SH,"73,04,97,152.00",04-05-2004
600468.SH,"45,61,92,000.00",6/15/2001
600469.SH,"37,49,42,148.00",10/21/2003
600470.SH,"52,16,00,000.00",03-05-2004
600475.SH,"25,60,00,000.00",7/21/2003
600476.SH,"16,10,70,000.00",12-10-2003
600477.SH,"73,83,84,682.00",11-10-2003
600478.SH,"92,73,80,220.00",9/18/2003
600479.SH,"34,87,55,931.00",03-12-2004
600480.SH,"36,17,14,838.00",8/15/2003
600481.SH,"1,62,04,95,808.00",4/22/2003
600482.SH,"53,65,00,000.00",7/14/2004
600483.SH,"1,25,83,47,323.00",5/31/2004
600485.SH,"2,92,37,42,782.00",08-07-2003
600486.SH,"30,98,98,907.00",4/25/2002
600487.SH,"1,24,12,69,065.00",8/22/2003
600488.SH,"96,08,54,960.00",6/18/2001
600489.SH,"2,94,32,28,797.00",8/14/2003
600490.SH,"1,47,90,00,000.00",6/26/2003
600491.SH,"94,76,00,000.00",5/24/2004
600493.SH,"27,20,00,000.00",4/21/2004
600495.SH,"1,20,81,90,886.00",5/26/2004
600496.SH,"1,51,04,45,200.00",06-05-2002
600497.SH,"1,66,75,60,890.00",4/20/2004
600498.SH,"1,04,69,18,474.00",8/23/2001
600499.SH,"70,57,32,161.00",10-10-2002
600500.SH,"2,08,30,12,671.00",03-01-2000
600501.SH,"42,12,83,600.00",6/15/2001
600502.SH,"53,19,10,099.00",4/15/2003
600503.SH,"1,60,22,90,000.00",07-09-2002
600505.SH,"36,45,67,500.00",5/30/2002
600506.SH,"14,77,06,873.00",12/26/2001
600507.SH,"1,32,60,92,985.00",9/30/2003
600508.SH,"72,27,18,000.00",8/29/2001
600509.SH,"90,56,96,586.00",2/28/2002
600510.SH,"79,55,22,700.00",6/18/2002
600511.SH,"47,88,00,000.00",11/27/2002
600512.SH,"1,01,80,37,229.00",12/26/2002
600513.SH,"16,89,09,035.00",3/19/2003
600515.SH,"42,27,74,136.00",08-06-2002
600516.SH,"1,71,91,60,378.00",8/30/2002
600517.SH,"1,24,45,22,290.00",10-10-2003
600518.SH,"4,39,74,28,966.00",3/19/2001
600519.SH,"1,25,61,97,800.00",8/27/2001
600520.SH,"15,84,30,000.00",01-08-2002
600521.SH,"79,31,37,771.00",03-04-2003
600522.SH,"86,27,67,523.00",10/24/2002
600523.SH,"28,87,93,800.00",12/27/2001
600525.SH,"1,09,03,08,460.00",12-02-2002
600526.SH,"54,74,04,672.00",7/22/2002
600527.SH,"80,20,89,390.00",11/27/2003
600528.SH,"1,45,92,00,000.00",5/28/2001
600529.SH,"25,73,80,111.00",06-03-2002
600530.SH,"31,20,00,000.00",07-02-2001
600531.SH,"29,52,50,776.00",7/30/2002
600532.SH,"51,60,65,720.00",10/31/2002
600533.SH,"1,05,00,00,000.00",3/28/2002
600535.SH,"1,08,04,75,878.00",8/23/2002
600536.SH,"49,45,62,782.00",5/17/2002
600537.SH,"58,81,79,634.00",1/23/2003
600538.SH,"46,44,01,185.00",1/14/2003
600539.SH,"23,00,00,000.00",8/24/2001
600540.SH,"36,22,48,703.00",01-07-2004
600543.SH,"32,11,20,000.00",3/24/2004
600545.SH,"67,57,85,778.00",12-03-2003
600546.SH,"1,98,24,56,140.00",7/31/2003
600547.SH,"1,42,30,72,408.00",8/28/2003
600548.SH,"2,18,07,70,326.00",12/25/2001
600549.SH,"1,08,15,74,000.00",11-07-2002
600550.SH,"1,53,46,07,067.00",2/28/2001
600551.SH,"50,58,25,296.00",09-05-2002
600552.SH,"35,89,94,679.00",11-08-2002
600555.SH,"1,30,35,00,000.00",3/28/2001
600556.SH,"39,47,93,708.00",08-07-2001
600557.SH,"51,37,07,601.00",9/18/2002
600558.SH,"59,84,03,221.00",2/27/2001
600559.SH,"14,00,00,000.00",10/29/2002
600560.SH,"22,36,45,500.00",9/19/2002
600561.SH,"23,70,64,000.00",7/16/2002
600562.SH,"25,70,61,566.00",1/28/2003
600563.SH,"22,50,00,000.00",12-10-2002
600565.SH,"2,34,58,61,984.00",7/23/2002
600566.SH,"78,14,54,701.00",8/22/2001
600567.SH,"3,76,69,39,612.00",12/18/2001
600568.SH,"50,66,04,529.00",5/18/2001
600569.SH,"2,39,36,84,489.00",8/20/2001
600570.SH,"61,78,05,180.00",12/16/2003
600571.SH,"21,98,39,609.00",11-01-2002
600572.SH,"1,67,38,20,000.00",04-12-2004
600573.SH,"25,00,00,000.00",2/26/2003
600575.SH,"2,88,40,13,936.00",3/28/2003
600576.SH,"47,98,04,798.00",2/20/2003
600577.SH,"1,95,53,24,246.00",09-11-2002
600578.SH,"4,61,73,20,954.00",05-10-2002
600579.SH,"39,20,70,637.00",08-09-2002
600580.SH,"1,11,05,27,236.00",06-06-2002
600581.SH,"76,64,48,935.00",8/16/2002
600582.SH,"2,06,92,94,446.00",5/15/2002
600583.SH,"4,42,13,54,800.00",02-05-2002
600584.SH,"98,45,70,000.00",06-03-2003
600585.SH,"5,29,93,02,579.00",02-07-2002
600586.SH,"1,42,27,07,400.00",8/15/2002
600587.SH,"40,64,28,091.00",9/27/2002
600588.SH,"1,45,91,87,410.00",5/18/2001
600589.SH,"60,17,30,000.00",06-12-2001
600590.SH,"61,92,45,072.00",07-03-2002
600592.SH,"39,95,53,571.00",08-05-2002
600593.SH,"9,20,00,000.00",07-11-2002
600594.SH,"79,19,27,400.00",3/23/2004
600595.SH,"1,74,15,40,403.00",6/26/2002
600596.SH,"67,91,84,633.00",09-06-2001
600597.SH,"1,23,06,36,739.00",8/28/2002
600598.SH,"1,77,76,79,909.00",3/29/2002
600599.SH,"16,60,00,000.00",8/28/2001
600600.SH,"1,35,09,82,795.00",8/27/1993
600601.SH,"2,19,48,91,204.00",12/19/1990
600602.SH,"1,17,29,43,082.00",12/19/1990
600603.SH,"19,46,41,920.00",1/13/1992
600604.SH,"76,02,97,079.00",3/27/1992
